,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,customer_segment,duration_in_month,credit_history,purpose,credit_amount,savings,sme_history_begin,installment_as_income_perc,other_debtors,present_res_since,sector,average_credit_duration,customer_profile,business_type,credits_this_bank,revenue_range,people_under_maintenance,foreign_stakeholders,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin
913,914,12.08.2023,0.23,0.21,0,0,0,0.0,3,large_sme,11,existing credits paid back duly till now,business,2142,.. >= 1000 DM ,.. >= 7 years,1,none,2,Real Estate,28,individual_consumers,corporation,1,5m-10m,10,yes,2,152,20,58,74,-11,61.0
914,915,7.11.2022,0.9,0.88,1,0,0,0.0,1,micro_sme,24,all credits at this bank paid back duly,business,3161,... < 100 DM,1 <= ... < 4 years,4,none,2,Oil and gas,31,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,9,250,68,116,73,43,73.0
915,916,5.04.2021,0.57,0.55,1,0,0,0.0,0,medium_sme,48,no credits taken/ all credits paid back duly,furniture/equipment,18424,... < 100 DM,1 <= ... < 4 years,1,none,2,Oil and gas,32,small_businesses,corporation,1,10m+,10,no,4,197,71,133,55,85,84.0
916,917,24.08.2021,0.1,0.08,0,0,0,0.0,0,large_sme,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,co-applicant,2,Real Estate,32,individual_consumers,corporation,1,5m-10m,20,yes,0,298,25,96,55,-72,48.0
917,918,14.02.2021,0.21,0.19,1,0,0,0.0,2,micro_sme,6,existing credits paid back duly till now,car (new),14896,... < 100 DM,.. >= 7 years,1,none,4,Telecommunications,68,small_businesses,corporation,1,10m+,10,yes,7,345,52,114,20,-3,98.0
918,919,26.03.2022,0.26,0.24,1,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,rent_payment,2359,100 <= ... < 500 DM,new company,1,none,1,Oil and gas,33,individual_consumers,corporation,1,5m-10m,10,yes,7,892,70,147,75,84,93.0
919,920,19.05.2022,0.42,0.4,1,0,0,0.0,3,micro_sme,24,existing credits paid back duly till now,rent_payment,3345,... < 100 DM,.. >= 7 years,4,none,2,Oil and gas,39,individual_consumers,sole_proprietorship,1,10m+,10,yes,3,749,136,72,60,72,70.0
920,921,11.01.2020,0.47,0.45,0,0,0,0.0,1,large_sme,18,critical account/ other credits existing (not at this bank),rent_payment,1817,... < 100 DM,1 <= ... < 4 years,4,none,2,Telecommunications,28,individual_consumers,corporation,2,5m-10m,10,yes,6,420,63,33,36,74,54.0
921,922,9.12.2021,0.45,0.43,0,0,0,0.0,0,large_sme,48,delay in paying off in the past,domestic appliances,12749,500 <= ... < 1000 DM ,4 <= ... < 7 years,4,none,1,Construction,37,individual_consumers,corporation,1,10m+,10,yes,0,55,65,25,60,96,3.0
922,923,13.04.2022,0.8,0.78,1,0,0,0.0,1,micro_sme,9,existing credits paid back duly till now,domestic appliances,1366,... < 100 DM,... < 1 year ,3,none,4,Oil and gas,22,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,10,520,70,61,62,-80,95.0
923,924,30.01.2022,0.46,0.44,0,0,0,0.0,2,medium_sme,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,none,4,Oil and gas,30,individual_consumers,sole_proprietorship,1,5m-10m,20,yes,4,148,-6,65,21,0,7.0
924,925,5.12.2020,0.08,0.06,1,0,0,0.0,3,micro_sme,24,all credits at this bank paid back duly,rent_payment,6872,... < 100 DM,... < 1 year ,2,none,1,Oil and gas,55,small_businesses,corporation,1,5m-10m,10,yes,4,389,120,81,4,-28,85.0
925,926,1.06.2021,0.44,0.42,1,0,0,0.0,3,micro_sme,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year ,4,none,2,Construction,46,small_businesses,corporation,2,5m-10m,10,yes,9,542,142,108,19,62,84.0
926,927,22.04.2022,0.46,0.44,0,0,0,0.0,2,micro_sme,18,critical account/ other credits existing (not at this bank),rent_payment,1049,... < 100 DM,... < 1 year ,4,none,4,Oil and gas,21,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,6,661,54,19,70,-3,63.0
927,928,23.06.2021,0.1,0.08,1,0,0,0.0,3,micro_sme,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,none,4,Telecommunications,39,large_enterprises,partnership,3,5m-10m,20,yes,9,528,137,78,59,-13,70.0
928,929,3.05.2022,0.24,0.22,0,0,0,0.0,2,large_sme,30,existing credits paid back duly till now,domestic appliances,1867,unknown/ no savings account,.. >= 7 years,4,none,4,Construction,58,individual_consumers,corporation,1,5m-10m,10,yes,7,625,30,56,77,53,27.0
929,930,8.09.2020,0.31,0.29,0,0,0,0.0,0,micro_sme,12,delay in paying off in the past,car (new),1344,... < 100 DM,1 <= ... < 4 years,4,none,2,Real Estate,43,individual_consumers,corporation,2,1m-5m,20,yes,2,721,63,15,31,86,39.0
930,931,9.07.2022,0.11,0.09,0,0,0,0.0,2,micro_sme,24,existing credits paid back duly till now,rent_payment,1747,... < 100 DM,... < 1 year ,4,co-applicant,1,Oil and gas,24,individual_consumers,corporation,1,1m-5m,10,no,0,427,38,84,13,-35,39.0
931,932,17.10.2023,0.39,0.37,1,0,0,0.0,1,medium_sme,9,existing credits paid back duly till now,domestic appliances,1670,... < 100 DM,... < 1 year ,4,none,2,Construction,22,individual_consumers,corporation,1,5m-10m,10,yes,7,175,137,86,84,-80,85.0
932,933,10.02.2022,0.04,0.02,0,0,0,0.0,2,large_sme,9,critical account/ other credits existing (not at this bank),car (new),1224,... < 100 DM,1 <= ... < 4 years,3,none,1,Real Estate,30,individual_consumers,corporation,2,5m-10m,10,yes,3,334,43,68,0,-78,65.0
933,934,11.03.2023,0.34,0.32,0,0,0,0.0,0,large_sme,12,critical account/ other credits existing (not at this bank),domestic appliances,522,500 <= ... < 1000 DM ,.. >= 7 years,4,none,4,Oil and gas,42,individual_consumers,corporation,2,5m-10m,20,yes,5,426,28,1,74,-19,71.0
934,935,2.11.2022,0.45,0.43,0,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,domestic appliances,1498,... < 100 DM,1 <= ... < 4 years,4,none,1,Construction,23,small_businesses,corporation,1,5m-10m,10,yes,0,320,31,73,51,-6,81.0
935,936,2.09.2022,0.68,0.66,1,0,0,0.0,0,medium_sme,30,delay in paying off in the past,domestic appliances,1919,100 <= ... < 500 DM,... < 1 year ,4,none,3,Telecommunications,30,large_enterprises,corporation,2,10m+,10,yes,9,942,50,142,11,59,89.0
936,937,15.04.2023,0.74,0.72,1,0,0,0.0,3,small_sme,9,existing credits paid back duly till now,domestic appliances,745,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,28,individual_consumers,corporation,1,1m-5m,10,yes,10,116,117,140,2,14,85.0
937,938,2.06.2023,0.33,0.31,0,0,0,0.0,0,medium_sme,6,existing credits paid back duly till now,domestic appliances,2063,... < 100 DM,... < 1 year ,4,none,3,Construction,30,individual_consumers,sole_proprietorship,1,10m+,10,yes,4,630,71,17,16,-99,12.0
938,939,13.06.2020,0.9,0.88,1,0,0,0.0,2,medium_sme,60,existing credits paid back duly till now,lease_investment,6288,... < 100 DM,1 <= ... < 4 years,4,none,4,Telecommunications,42,individual_consumers,partnership,1,5m-10m,10,yes,10,421,36,142,20,37,96.0
939,940,26.12.2023,0.17,0.15,0,0,0,0.0,3,large_sme,24,critical account/ other credits existing (not at this bank),car (used),6842,unknown/ no savings account,1 <= ... < 4 years,2,none,4,Oil and gas,46,individual_consumers,corporation,2,10m+,20,yes,0,152,98,33,91,-95,41.0
940,941,15.01.2022,0.33,0.31,0,0,0,0.0,3,large_sme,12,existing credits paid back duly till now,car (new),3527,unknown/ no savings account,... < 1 year ,2,none,3,Oil and gas,45,individual_consumers,corporation,1,10m+,20,yes,2,439,90,54,53,-86,90.0
941,942,13.10.2020,0.42,0.4,0,0,0,0.0,2,large_sme,10,existing credits paid back duly till now,car (new),1546,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,31,individual_consumers,corporation,1,1m-5m,20,no,4,684,91,14,55,37,68.0
942,943,4.03.2022,0.51,0.49,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,rent_payment,929,unknown/ no savings account,4 <= ... < 7 years,4,none,2,Construction,31,large_enterprises,corporation,1,5m-10m,10,yes,0,649,-2,77,89,-71,44.0
943,944,26.09.2022,0.25,0.23,0,0,0,0.0,2,large_sme,4,critical account/ other credits existing (not at this bank),car (new),1455,... < 100 DM,4 <= ... < 7 years,2,none,1,Real Estate,42,individual_consumers,corporation,3,1m-5m,20,yes,2,577,7,42,42,63,37.0
944,945,5.05.2021,0.25,0.23,0,0,0,0.0,2,micro_sme,15,existing credits paid back duly till now,rent_payment,1845,... < 100 DM,... < 1 year ,4,guarantor,1,Oil and gas,46,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,1,395,32,42,74,29,52.0
945,946,15.02.2021,0.39,0.37,0,0,0,0.0,3,medium_sme,48,no credits taken/ all credits paid back duly,car (new),8358,500 <= ... < 1000 DM ,... < 1 year ,1,none,1,Construction,30,individual_consumers,corporation,2,5m-10m,10,yes,5,34,56,21,4,-22,64.0
946,947,19.11.2021,0.97,0.95,1,0,0,0.0,2,micro_sme,24,all credits at this bank paid back duly,rent_payment,3349,500 <= ... < 1000 DM ,... < 1 year ,4,none,4,Telecommunications,30,individual_consumers,partnership,1,5m-10m,20,yes,9,181,47,131,77,-4,99.0
947,948,5.05.2020,0.34,0.32,0,0,0,0.0,0,large_sme,12,existing credits paid back duly till now,car (new),2859,unknown/ no savings account,new company,4,none,4,Telecommunications,38,individual_consumers,corporation,1,10m+,10,yes,0,768,30,81,83,45,8.0
948,949,26.11.2021,0.24,0.22,1,0,0,0.0,3,large_sme,18,existing credits paid back duly till now,rent_payment,1533,... < 100 DM,... < 1 year ,4,co-applicant,1,Oil and gas,43,individual_consumers,corporation,1,1m-5m,20,yes,6,736,120,80,39,-85,97.0
949,950,1.03.2023,0.76,0.74,1,0,0,0.0,3,large_sme,24,existing credits paid back duly till now,domestic appliances,3621,100 <= ... < 500 DM,.. >= 7 years,2,none,4,Construction,31,individual_consumers,corporation,2,5m-10m,10,yes,8,324,41,93,71,76,97.0
950,951,8.08.2020,0.4,0.38,0,0,0,0.0,2,medium_sme,18,critical account/ other credits existing (not at this bank),business,3590,... < 100 DM,new company,3,none,3,Construction,40,individual_consumers,corporation,3,0m-1m,20,yes,3,531,45,40,64,-30,44.0
951,952,21.07.2022,0.64,0.62,1,0,0,0.0,0,micro_sme,36,delay in paying off in the past,business,2145,... < 100 DM,4 <= ... < 7 years,2,none,1,Construction,24,individual_consumers,corporation,2,5m-10m,10,yes,3,623,97,108,15,10,74.0
952,953,1.11.2020,0.11,0.09,1,0,0,0.0,2,medium_sme,24,existing credits paid back duly till now,car (used),4113,500 <= ... < 1000 DM ,... < 1 year ,3,none,4,Construction,28,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,8,876,131,50,75,68,98.0
953,954,27.11.2022,0.73,0.71,1,0,0,0.0,0,large_sme,36,existing credits paid back duly till now,rent_payment,10974,... < 100 DM,new company,4,none,2,Construction,26,individual_consumers,corporation,2,10m+,10,yes,3,432,52,146,7,58,89.0
954,955,26.08.2021,0.05,0.03,0,0,0,0.0,2,micro_sme,12,existing credits paid back duly till now,car (new),1893,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,Oil and gas,29,individual_consumers,corporation,1,5m-10m,10,yes,0,403,47,5,90,86,-10.0
955,956,1.08.2023,0.09,0.07,0,0,0,0.0,3,micro_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,1231,.. >= 1000 DM ,.. >= 7 years,4,none,4,Oil and gas,57,individual_consumers,sole_proprietorship,2,10m+,10,yes,1,154,48,37,61,59,81.0
956,957,10.06.2020,0.07,0.05,0,0,0,0.0,1,small_sme,30,critical account/ other credits existing (not at this bank),domestic appliances,3656,unknown/ no savings account,.. >= 7 years,4,none,4,Oil and gas,49,large_enterprises,corporation,2,1m-5m,10,yes,7,218,-3,48,37,-30,67.0
957,958,25.06.2021,0.05,0.03,0,0,0,0.0,1,medium_sme,9,critical account/ other credits existing (not at this bank),domestic appliances,1154,... < 100 DM,.. >= 7 years,2,none,4,Real Estate,37,individual_consumers,corporation,3,1m-5m,10,yes,0,597,78,94,85,70,44.0
958,959,28.10.2021,0.3,0.28,1,0,0,0.0,3,micro_sme,28,existing credits paid back duly till now,car (new),4006,... < 100 DM,1 <= ... < 4 years,3,none,2,Construction,45,individual_consumers,corporation,1,1m-5m,10,yes,10,493,35,57,0,66,78.0
959,960,25.08.2021,0.5,0.48,0,0,0,0.0,0,medium_sme,24,existing credits paid back duly till now,rent_payment,3069,100 <= ... < 500 DM,.. >= 7 years,4,none,4,Telecommunications,30,individual_consumers,partnership,1,5m-10m,10,yes,4,196,75,7,30,22,56.0
960,961,22.02.2022,0.23,0.21,0,0,0,0.0,3,large_sme,6,critical account/ other credits existing (not at this bank),domestic appliances,1740,... < 100 DM,.. >= 7 years,2,none,2,Real Estate,30,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,2,490,34,0,13,-21,23.0
961,962,9.09.2022,0.22,0.2,0,0,0,0.0,3,medium_sme,21,delay in paying off in the past,car (new),2353,... < 100 DM,1 <= ... < 4 years,1,none,4,Oil and gas,47,individual_consumers,corporation,2,5m-10m,10,yes,0,495,46,3,31,32,56.0
962,963,8.01.2022,0.03,0.01,0,0,0,0.0,2,large_sme,15,existing credits paid back duly till now,car (new),3556,unknown/ no savings account,1 <= ... < 4 years,3,none,2,Telecommunications,29,individual_consumers,corporation,1,5m-10m,10,yes,7,622,70,2,83,-57,77.0
963,964,8.04.2021,0.05,0.03,1,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,domestic appliances,2397,500 <= ... < 1000 DM ,.. >= 7 years,3,none,2,Construction,35,small_businesses,corporation,2,5m-10m,10,yes,9,962,49,146,55,-31,72.0
964,965,7.01.2023,0.31,0.29,0,0,0,0.0,0,medium_sme,6,existing credits paid back duly till now,education,454,... < 100 DM,... < 1 year ,3,none,1,Oil and gas,22,individual_consumers,corporation,1,1m-5m,10,yes,3,597,48,63,67,39,18.0
965,966,24.09.2023,0.49,0.47,0,0,0,0.0,1,medium_sme,30,existing credits paid back duly till now,domestic appliances,1715,unknown/ no savings account,1 <= ... < 4 years,4,none,1,Construction,26,individual_consumers,corporation,1,5m-10m,10,yes,7,380,41,58,88,-64,36.0
966,967,5.08.2022,0.92,0.9,1,0,0,0.0,3,medium_sme,27,critical account/ other credits existing (not at this bank),domestic appliances,2520,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,none,2,Oil and gas,23,individual_consumers,corporation,2,1m-5m,10,yes,10,587,66,65,30,-36,73.0
967,968,28.01.2020,0.29,0.27,0,0,0,0.0,3,large_sme,15,existing credits paid back duly till now,domestic appliances,3568,... < 100 DM,.. >= 7 years,4,none,2,Construction,54,small_businesses,sole_proprietorship,1,10m+,10,yes,1,699,10,31,80,-57,70.0
968,969,20.03.2023,0.23,0.21,0,0,0,0.0,1,large_sme,42,existing credits paid back duly till now,domestic appliances,7166,unknown/ no savings account,4 <= ... < 7 years,2,none,4,Oil and gas,29,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,6,696,-7,30,61,53,0.0
969,970,17.04.2021,0.52,0.5,0,0,0,0.0,0,micro_sme,11,critical account/ other credits existing (not at this bank),car (new),3939,... < 100 DM,1 <= ... < 4 years,1,none,2,Real Estate,40,individual_consumers,corporation,2,1m-5m,20,yes,3,493,33,85,61,54,23.0
970,971,2.07.2022,0.14,0.12,0,0,0,0.0,1,medium_sme,15,existing credits paid back duly till now,education,1514,100 <= ... < 500 DM,1 <= ... < 4 years,4,guarantor,2,Real Estate,22,individual_consumers,corporation,1,5m-10m,10,yes,6,171,42,60,31,1,52.0
971,972,24.10.2020,0.4,0.38,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,car (new),7393,... < 100 DM,1 <= ... < 4 years,1,none,4,Oil and gas,43,individual_consumers,corporation,1,1m-5m,20,yes,2,769,57,61,95,23,36.0
972,973,12.03.2020,0.87,0.85,1,0,0,0.0,3,micro_sme,24,all credits at this bank paid back duly,car (new),1193,... < 100 DM,new company,1,co-applicant,4,Telecommunications,29,individual_consumers,sole_proprietorship,2,0m-1m,10,yes,9,816,98,83,17,-16,82.0
973,974,15.08.2023,0.34,0.32,1,0,0,0.0,2,micro_sme,60,existing credits paid back duly till now,business,7297,... < 100 DM,.. >= 7 years,4,co-applicant,4,Telecommunications,36,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,3,813,58,104,51,-90,97.0
974,975,15.01.2021,0.51,0.49,0,0,0,0.0,0,large_sme,30,critical account/ other credits existing (not at this bank),domestic appliances,2831,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,33,individual_consumers,corporation,1,5m-10m,10,yes,7,773,42,96,14,24,71.0
975,976,10.07.2023,0.32,0.3,0,0,0,0.0,1,small_sme,24,existing credits paid back duly till now,domestic appliances,1258,500 <= ... < 1000 DM ,1 <= ... < 4 years,3,none,3,Construction,57,individual_consumers,corporation,1,1m-5m,10,yes,3,48,71,94,12,27,66.0
976,977,4.03.2021,0.36,0.34,0,0,0,0.0,1,medium_sme,6,existing credits paid back duly till now,domestic appliances,753,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,Real Estate,64,individual_consumers,corporation,1,5m-10m,10,yes,3,483,7,21,54,-88,54.0
977,978,4.12.2021,0.44,0.42,0,0,0,0.0,3,medium_sme,18,delay in paying off in the past,business,2427,unknown/ no savings account,.. >= 7 years,4,none,2,Oil and gas,42,individual_consumers,corporation,2,5m-10m,10,yes,5,227,28,4,87,66,65.0
978,979,8.07.2020,0.96,0.94,1,0,0,0.0,3,large_sme,24,delay in paying off in the past,car (new),2538,... < 100 DM,.. >= 7 years,4,none,4,Construction,47,individual_consumers,corporation,2,1m-5m,20,yes,6,133,55,139,41,-36,81.0
979,980,12.03.2020,0.7,0.68,1,0,0,0.0,2,medium_sme,15,all credits at this bank paid back duly,car (new),1264,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,Oil and gas,25,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,8,402,86,85,99,-93,74.0
980,981,1.05.2021,0.38,0.36,1,0,0,0.0,2,medium_sme,30,critical account/ other credits existing (not at this bank),rent_payment,8386,... < 100 DM,4 <= ... < 7 years,2,none,2,Oil and gas,49,individual_consumers,corporation,1,5m-10m,10,yes,8,533,134,89,61,-50,89.0
981,982,14.11.2020,0.34,0.32,1,0,0,0.0,2,large_sme,48,existing credits paid back duly till now,business,4844,... < 100 DM,new company,3,none,2,Construction,33,small_businesses,sole_proprietorship,1,10m+,10,yes,5,688,128,89,30,-78,84.0
982,983,15.10.2023,0.19,0.17,0,0,0,0.0,3,small_sme,21,existing credits paid back duly till now,car (new),2923,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,1,Construction,28,small_businesses,corporation,1,10m+,10,yes,0,506,77,19,95,-67,21.0
983,984,8.11.2020,1.01,0.99,1,0,0,0.0,2,micro_sme,36,existing credits paid back duly till now,car (used),8229,... < 100 DM,1 <= ... < 4 years,2,none,2,Oil and gas,26,individual_consumers,corporation,1,5m-10m,20,yes,6,202,76,71,39,100,99.0
984,985,25.12.2021,0.31,0.29,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),rent_payment,2028,... < 100 DM,4 <= ... < 7 years,2,none,2,Oil and gas,30,individual_consumers,corporation,2,1m-5m,10,yes,0,63,25,95,61,-94,-4.0
985,986,20.05.2022,0.24,0.22,0,0,0,0.0,0,micro_sme,15,critical account/ other credits existing (not at this bank),rent_payment,1433,... < 100 DM,1 <= ... < 4 years,4,none,3,Oil and gas,25,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,5,542,71,36,16,-97,3.0
986,987,28.07.2022,0.23,0.21,0,0,0,0.0,2,small_sme,42,no credits taken/ all credits paid back duly,other business spend,6289,... < 100 DM,... < 1 year ,2,none,1,Oil and gas,33,individual_consumers,corporation,2,5m-10m,10,yes,6,136,5,70,90,-91,16.0
987,988,16.12.2021,0.23,0.21,0,0,0,0.0,3,large_sme,13,existing credits paid back duly till now,domestic appliances,1409,100 <= ... < 500 DM,new company,2,none,4,Real Estate,64,individual_consumers,corporation,1,5m-10m,10,yes,0,269,76,25,34,56,-2.0
988,989,3.04.2021,0.3,0.28,0,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,car (used),6579,... < 100 DM,new company,4,none,2,Telecommunications,29,individual_consumers,partnership,1,10m+,10,yes,3,560,97,49,35,35,21.0
989,990,25.11.2023,0.43,0.41,0,0,0,0.0,1,medium_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,1743,... < 100 DM,.. >= 7 years,4,none,2,Oil and gas,48,individual_consumers,corporation,2,1m-5m,10,yes,4,5,16,2,66,-40,75.0
990,991,10.11.2020,0.37,0.35,0,0,0,0.0,2,large_sme,12,critical account/ other credits existing (not at this bank),lease_investment,3565,unknown/ no savings account,... < 1 year ,2,none,1,Oil and gas,37,individual_consumers,corporation,2,1m-5m,20,yes,1,479,45,83,34,-33,28.0
